rank,uid,title,year,venue,url,problem_claimed,actual_mechanism,hidden_assumptions,variables_treated_as_fixed,failure_modes_ignored,what_it_makes_less_novel,what_it_leaves_open
1,arxiv:2601.21282v1,WorldBench: Disambiguating Physics for Diagnostic Evaluation of World Models,2026,arXiv,http://arxiv.org/abs/2601.21282v1,Addresses robot world-model evaluation or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,World model audits from failed rollouts keeps action-critical alternatives explicit until a physical observation collapses them.
2,doi:10.3390/ai7040131,LLM-Based Control for Simulated Physical Reasoning: Modular Evaluation in the NeurIPS Embodied Agent Interface Challenge,2026,AI,https://doi.org/10.3390/ai7040131,Addresses robot world-model evaluation or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,World model audits from failed rollouts keeps action-critical alternatives explicit until a physical observation collapses them.
3,doi:10.1007/s40194-025-02293-y,Fatigue life evaluation of root failure in welded joints based on displacement around the weld root,2025,Welding in the World,https://doi.org/10.1007/s40194-025-02293-y,Addresses robot world-model evaluation or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,World model audits from failed rollouts keeps action-critical alternatives explicit until a physical observation collapses them.
4,arxiv:2506.00613v3,WorldGym: World Model as An Environment for Policy Evaluation,2025,arXiv,http://arxiv.org/abs/2506.00613v3,Addresses robot world-model evaluation or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,World model audits from failed rollouts keeps action-critical alternatives explicit until a physical observation collapses them.
5,arxiv:2603.28545v1,ManipArena: Comprehensive Real-world Evaluation of Reasoning-Oriented Generalist Robot Manipulation,2026,arXiv,http://arxiv.org/abs/2603.28545v1,Addresses robot world-model evaluation or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,World model audits from failed rollouts keeps action-critical alternatives explicit until a physical observation collapses them.
6,doi:10.52783/jisem.v10i50s.10219,Self-Supervised Learning for Generalizable AI: Bridging the Gap Between Pretraining and Real-World Deployment,2025,Journal of Information Systems Engineering and Management,https://doi.org/10.52783/jisem.v10i50s.10219,Addresses robot world-model evaluation or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,World model audits from failed rollouts keeps action-critical alternatives explicit until a physical observation collapses them.
7,doi:10.1609/aaai.v39i27.35109,From Large Language Models to Large Action Models: Reasoning and Planning with Physical World Knowledge,2025,Proceedings of the AAAI Conference on Artificial Intelligence,https://doi.org/10.1609/aaai.v39i27.35109,Addresses robot world-model evaluation or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,World model audits from failed rollouts keeps action-critical alternatives explicit until a physical observation collapses them.
8,arxiv:2605.08567v2,ACWM-Phys: Investigating Generalized Physical Interaction in Action-Conditioned Video World Models,2026,arXiv,http://arxiv.org/abs/2605.08567v2,Addresses robot world-model evaluation or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,World model audits from failed rollouts keeps action-critical alternatives explicit until a physical observation collapses them.
9,doi:10.1038/s42256-024-00964-x,Causal chambers as a real-world physical testbed for AI methodology,2025,Nature Machine Intelligence,https://doi.org/10.1038/s42256-024-00964-x,Addresses robot world-model evaluation or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,World model audits from failed rollouts keeps action-critical alternatives explicit until a physical observation collapses them.
10,doi:10.5194/wbf2026-818,Planning Land Use Strategies for Transformative Change in a Changing World,,,https://doi.org/10.5194/wbf2026-818,Addresses robot world-model evaluation or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,World model audits from failed rollouts keeps action-critical alternatives explicit until a physical observation collapses them.
11,doi:10.1007/s40801-025-00524-8,Real-World Evaluation of Regulatory Judgments on Anticancer Drug Use During Pregnancy in Japan: A Retrospective Analysis from 2004 to 2024,2025,Drugs - Real World Outcomes,https://doi.org/10.1007/s40801-025-00524-8,Addresses robot world-model evaluation or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,World model audits from failed rollouts keeps action-critical alternatives explicit until a physical observation collapses them.
12,doi:10.1109/lra.2021.3115406,SuctionNet-1Billion: A Large-Scale Benchmark for Suction Grasping,2021,arXiv,http://arxiv.org/abs/2103.12311v2,Addresses robot world-model evaluation or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,World model audits from failed rollouts keeps action-critical alternatives explicit until a physical observation collapses them.
13,doi:10.48550/arxiv.2411.02385,How Far is Video Generation from World Model: A Physical Law Perspective,2024,arXiv (Cornell University),https://doi.org/10.48550/arxiv.2411.02385,Addresses robot world-model evaluation or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,World model audits from failed rollouts keeps action-critical alternatives explicit until a physical observation collapses them.
14,doi:10.20944/preprints202606.0425.v1,The Evaluation Bottleneck of Vision-Language-Action Models: A Evaluation-Centric Survey,,,https://doi.org/10.20944/preprints202606.0425.v1,Addresses robot world-model evaluation or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,World model audits from failed rollouts keeps action-critical alternatives explicit until a physical observation collapses them.
15,doi:10.18196/jrc.v4i6.20216,Enhancing Fault Detection in Wireless Sensor Networks Through Support Vector Machines: A Comprehensive Study,2023,Journal of Robotics and Control (JRC),https://doi.org/10.18196/jrc.v4i6.20216,Addresses robot world-model evaluation or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,World model audits from failed rollouts keeps action-critical alternatives explicit until a physical observation collapses them.
16,doi:10.3390/robotics10010045,Cobot User Frame Calibration: Evaluation and Comparison between Positioning Repeatability Performances Achieved by Traditional and Vision-Based Methods,2021,Robotics,https://doi.org/10.3390/robotics10010045,Addresses robot world-model evaluation or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,World model audits from failed rollouts keeps action-critical alternatives explicit until a physical observation collapses them.
17,arxiv:2603.04363v1,ManipulationNet: An Infrastructure for Benchmarking Real-World Robot Manipulation with Physical Skill Challenges and Embodied Multimodal Reasoning,2026,arXiv,http://arxiv.org/abs/2603.04363v1,Addresses robot world-model evaluation or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,World model audits from failed rollouts keeps action-critical alternatives explicit until a physical observation collapses them.
18,doi:10.21203/rs.3.rs-9323275/v1,DMES: Information-Equivalent Evaluation Reveals the Physical Reasoning Gap Between World Models and Language Models,,,https://doi.org/10.21203/rs.3.rs-9323275/v1,Addresses robot world-model evaluation or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,World model audits from failed rollouts keeps action-critical alternatives explicit until a physical observation collapses them.
19,doi:10.1155/2018/9791286,The Design and Evaluation of an Ergonomic Contactless Gesture Control System for Industrial Robots,2018,Journal of Robotics,https://doi.org/10.1155/2018/9791286,Addresses robot world-model evaluation or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,World model audits from failed rollouts keeps action-critical alternatives explicit until a physical observation collapses them.
20,doi:10.1093/med/9780199680467.003.0016,Evaluation of interventions in the real world,2015,Oxford Medicine Online,https://doi.org/10.1093/med/9780199680467.003.0016,Addresses robot world-model evaluation or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,World model audits from failed rollouts keeps action-critical alternatives explicit until a physical observation collapses them.
21,doi:10.1002/ehf2.15320,Real-World Use of Guideline-Directed Therapy for Heart Failure: Insights From the Danish Heart Failure Registry,2025,ESC Heart Failure,https://doi.org/10.1002/ehf2.15320,Addresses robot world-model evaluation or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,World model audits from failed rollouts keeps action-critical alternatives explicit until a physical observation collapses them.
22,arxiv:2604.21741v2,Hi-WM: Human-in-the-World-Model for Scalable Robot Post-Training,2026,arXiv,http://arxiv.org/abs/2604.21741v2,Addresses robot world-model evaluation or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,World model audits from failed rollouts keeps action-critical alternatives explicit until a physical observation collapses them.
23,doi:10.2139/ssrn.6626705,"Open Access, Unequal Use: Evaluation Infrastructure as the Missing Bottleneck in Foundation Model Democratisation",,,https://doi.org/10.2139/ssrn.6626705,Addresses robot world-model evaluation or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,World model audits from failed rollouts keeps action-critical alternatives explicit until a physical observation collapses them.
24,arxiv:2403.12675v2,Pragmatic Competence Evaluation of Large Language Models for the Korean Language,2024,arXiv,http://arxiv.org/abs/2403.12675v2,Addresses robot world-model evaluation or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,World model audits from failed rollouts keeps action-critical alternatives explicit until a physical observation collapses them.
25,arxiv:2512.10675v2,Evaluating Gemini Robotics Policies in a Veo World Simulator,2025,arXiv,http://arxiv.org/abs/2512.10675v2,Addresses robot world-model evaluation or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,World model audits from failed rollouts keeps action-critical alternatives explicit until a physical observation collapses them.
26,doi:10.1007/978-3-031-38651-0_17,Research on the Evaluation of the Teaching Process of Public Physical Education in Universities Based on Markov Model,2023,Learning and Analytics in Intelligent Systems Advances in Computational Vision and Robotics,https://doi.org/10.1007/978-3-031-38651-0_17,Addresses robot world-model evaluation or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,World model audits from failed rollouts keeps action-critical alternatives explicit until a physical observation collapses them.
27,arxiv:2506.05429v1,Coordinated Robustness Evaluation Framework for Vision-Language Models,2025,arXiv,http://arxiv.org/abs/2506.05429v1,Addresses robot world-model evaluation or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,World model audits from failed rollouts keeps action-critical alternatives explicit until a physical observation collapses them.
28,arxiv:2603.12510v3,Red-Teaming Vision-Language-Action Models via Quality Diversity Prompt Generation for Robust Robot Policies,2026,arXiv,http://arxiv.org/abs/2603.12510v3,Addresses robot world-model evaluation or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,World model audits from failed rollouts keeps action-critical alternatives explicit until a physical observation collapses them.
29,doi:10.3390/s24092794,"Bridging Requirements, Planning, and Evaluation: A Review of Social Robot Navigation",2024,Sensors,https://doi.org/10.3390/s24092794,Addresses robot world-model evaluation or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,World model audits from failed rollouts keeps action-critical alternatives explicit until a physical observation collapses them.
30,doi:10.4108/airo.8870,Evaluating Open-Source Vision Language Models for Facial Emotion Recognition Against Traditional Deep Learning Models,2025,EAI Endorsed Transactions on AI and Robotics,https://doi.org/10.4108/airo.8870,Addresses robot world-model evaluation or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,World model audits from failed rollouts keeps action-critical alternatives explicit until a physical observation collapses them.
31,doi:10.3390/s22072540,A Gaussian Process State Space Model Fusion Physical Model and Residual Analysis for Fatigue Evaluation,2022,Sensors,https://doi.org/10.3390/s22072540,Addresses robot world-model evaluation or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,World model audits from failed rollouts keeps action-critical alternatives explicit until a physical observation collapses them.
32,arxiv:2508.19851v1,Tracking World States with Language Models: State-Based Evaluation Using Chess,2025,arXiv,http://arxiv.org/abs/2508.19851v1,Addresses robot world-model evaluation or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,World model audits from failed rollouts keeps action-critical alternatives explicit until a physical observation collapses them.
33,doi:10.1007/s40801-021-00277-0,Sodium-Glucose Cotransporter-2 Inhibitor Use is Associated with a Reduced Risk of Heart Failure Hospitalization in Patients with Heart Failure with Preserved Ejection Fraction and Type 2 Diabetes Mellitus: A Real-World Study on a Diverse Urban Population,2022,Drugs - Real World Outcomes,https://doi.org/10.1007/s40801-021-00277-0,Addresses robot world-model evaluation or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,World model audits from failed rollouts keeps action-critical alternatives explicit until a physical observation collapses them.
